AutoID,Date,Year,Month,MediaType,Topic,FullText
180467,10/18/2014,2014,10,facebook,S,same thing occurred to me they charged me a 15 dollar fee for depositing my paycheck yesterday stating Name over my limit. any advice on how to close my account with out occurring any more fees? or them trying to pull a fast one because all you do BankB take my hard earned money. i also deposited my check in checking and they took 15 out of my savings
165068,8/8/2015,2015,8,twitter,NS,ret_twit twit_hndl_BankA: twit_hndl thanks for the shoutout! have a wonderful weekend! Name_Resp
153232,9/12/2014,2014,9,facebook,NS,not judging but why are alot females is strippers r sellin pussy like aint no job in the world so they rather Name their bodies an be a head doctor for money i dont get they strip with no mf car they on hud or Name section 8 living low income ummm i dont get it an wat they doing it for??????? shop at rainbows an BankC trends Name low budget u can say.. an always talking they wont a man or waiting on Name to send them the rite man trick get urself rite 1st
125313,8/7/2015,2015,8,twitter,NS,Name never witnessed no shit like with a bank. Name taking my ass BankB  to BankD!
67313,8/29/2014,2014,8,facebook,NS,angel day 22 Name call on the angel of divine love: i give foreclosures to the angel of divine love. i call on the angel of divine love to enter the BankA organization. INTERNET
167080,8/12/2015,2015,8,twitter,NS,ret_twit twit_hndl_BankD l. o. l.... INTERNET Ö
59021,8/25/2015,2015,8,twitter,NS,$ aapl: BankA upgrades
13823,8/19/2015,2015,8,twitter,S,twit_hndl_BankB_help i seriously got charged$ 5 because i got married and got a new card? the bank never said anything about a fee. wow.twit_hndl_BankB
35196,8/25/2015,2015,8,twitter,S,"twit_hndl twit_hndl twit_hndl i may do the same thing, i have a small business checking account with BankB, its horrible. nonstop problems."
100277,8/3/2015,2015,8,twitter,NS,Name Name Name INTERNET bunch of BankA Name Name/ bonus Name Name! please Name & share
138190,8/14/2015,2015,8,twitter,NS,just burst in tears over Name solo in BankA wagon so i guess thats the kind of day Name have today.
72522,8/15/2015,2015,8,facebook,NS,BankB are a bunch of typical corporate american scumbags.
125523,11/30/2014,2014,11,facebook,NS,Name like to know why the BankA in aurora Name on Name and mississippi dont have a bathroom for customers.
159735,12/24/2014,2014,12,facebook,NS,Name original female levis jeans.... size 25 n 26.... rm30 each... self collect menara BankC or pos by buyer... pm for more details...
40628,8/13/2015,2015,8,twitter,NS,"twit_hndl we know your time is important, and ill make sure your comment is looked into. let us know if you still need help. Name_Resp"
37444,8/16/2015,2015,8,twitter,NS,twit_hndl Name game. another loss!(at least BankD is starting to hit in time for him to bbanked)
196122,10/15/2014,2014,10,facebook,S,they are horrible. my mothers online credit card account got disabled twice. guess they dont have great security. then she called and verified her info but because she didnt sound her age was directed to store. this is after she verified all credit verification questions. Name had BankD and BankB and had no issues. i can only assume their small business account would be just as good. good luck and drop suntrust!
135500,10/3/2014,2014,10,facebook,PR,BankD bank websites users data stolen Name Name Ä î a huge cyberattack against BankD & Name. this summer has compromised customer information for about 76 million households and 7 million... INTERNET
123502,8/15/2015,2015,8,twitter,NS,i was tweeted: stop bashing
20892,8/21/2015,2015,8,twitter,NS,twit_hndl Name is a request we make under certain circumstances. please follow/ dir_msg your name and zip so i can provide more info. Name_Resp
106293,8/7/2015,2015,8,twitter,NS,frontier Name Name at BankD & Name.(ftr)ift. tt/ 1hwc5pr
19523,8/13/2015,2015,8,twitter,CS,twit_hndl twit_hndl_BankA great work Name Name and the rest of the team at BankA!
24507,1/22/2015,2015,1,facebook,NS,twit_hndl on instagram: Äúlast week we had a special guest for our managers... last week we had a special guest for our managers reception. BankD Name from the nashville based band twit_hndl played us some of his acoustic tunes!
138312,12/3/2014,2014,12,facebook,NS,just finished my interview with BankA. pray for me yall. Name to moving forward.
158522,8/21/2015,2015,8,twitter,NS,photo: Name Name Name car BankA home business updated Name Name Name car model revealed; Name... tmblr. co/ zfmzrj1svw8p0
100614,9/4/2014,2014,9,facebook,NS,Name buys BankAc 51.55: Name Name Name a few important aspects of Name accelerator BankA.. ‚ INTERNET
77154,8/21/2014,2014,8,facebook,NS,BankB you know i own you.
141598,8/6/2015,2015,8,twitter,NS,"lets get ready to vote her in the whole west bank bank is needed from bell BankD to westwego, lets Name this with... fb. me/ 460p8ah1q"
23393,8/20/2015,2015,8,twitter,NS,twit_hndl Name call PHONE they should be able to assist. Name_Resp
155466,11/10/2014,2014,11,facebook,NS,on the set of the 1980 film biography Name secret of Name Name. Name Name as j. p. Name.
3456,8/11/2015,2015,8,twitter,NS,"twit_hndl Name, what happened? anything i can do to help? Name_Resp"
76460,8/7/2015,2015,8,twitter,NS,BankB stole ours from us:
209429,10/11/2014,2014,10,facebook,CS,BankA is not a customer friendly bank.
57007,8/12/2015,2015,8,twitter,NS,Name BankC í s ë bad bank í Name í t so bad Name goo. gl/ fb/ u0i1fl
167175,8/18/2015,2015,8,twitter,NS,ret_twit twit_hndl_BankD_no_hoes: he dont get enough credit INTERNET Ö
214475,8/23/2015,2015,8,twitter,NS,whenever BankD wants something he has to give me memes in exchange
113694,8/6/2015,2015,8,twitter,NS,heres a 40th tweet for good measure. i love you BankA.
49671,8/6/2015,2015,8,twitter,NS,twit_hndl_BankA ready set Name Name
100158,8/25/2015,2015,8,twitter,NS,earthmusiclabel: INTERNET Ö- BankC í s chief economist recommends a universal basic income bit. ly/ 1tzvksp via futuris Ö
129396,8/7/2015,2015,8,twitter,CS,"into 2nd hour and 5th operator with BankC international call in response to pop up request in online, they dont know what they are doing"
93571,8/20/2015,2015,8,twitter,NS,company profile BankC Name Name.- INTERNET Ö
98284,6/18/2015,2015,6,facebook,PR,do you realize you are using a company(facebook)that supports lgbt rights to complain about a company(BankA)that supports lgbt rights? oh the irony.
1967,8/24/2015,2015,8,twitter,NS,"have some guts, here- BankD  morgans david kelly, calling on the fed to follow through on rate hikes."
86672,8/5/2015,2015,8,twitter,NS,BankD bank needs to get their shit together.????
120854,10/17/2014,2014,10,facebook,NS,i know a lot of people say BankB is no good but this thinks they are amazing Name from the inverness fl branch and Name Name from the support phone were wonderfulwith all their help. i had fraud happening on my account and had to close one and open another my pay check was in between account they helped me every step of the way. thumbs up BankB you have two amazing workers there
125851,12/12/2014,2014,12,facebook,NS,if i get this job at BankB ima rebanke stunt on you bitchessss üò Ç üò Ç ü í ü ë å
130851,8/7/2015,2015,8,twitter,NS,its in now. BankB. INTERNET
161079,12/26/2014,2014,12,facebook,NS,Name Name shared goldman sachs Name Name Name Name photo.
67700,2/16/2015,2015,2,facebook,PR,another thank you to our amazing angel sponsor BankD! we appreciate your generousity!
91991,8/24/2015,2015,8,twitter,PR,BankC to pay 180 mln to settle charges of defrauding fund investors
122372,11/16/2014,2014,11,facebook,NS,i saw a bunch of cops at BankA at about 6pm last night. does anyone know why?
67761,8/12/2015,2015,8,twitter,NS,Name murgio
151615,8/14/2015,2015,8,twitter,NS,"new post: BankB Name Name Name/ Name akan Name 1,000 0 INTERNET"
101359,9/23/2014,2014,9,facebook,NS,esd valves Name- BankD mission main street Name vote for Name Name at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
13839,8/29/2015,2015,8,twitter,S,twit_hndl_BankB_help i tried depositing money to make my account current and the atm was down now i have a fee smh
121703,8/18/2015,2015,8,twitter,S,i need BankC to get their shit together.. no reason i have 3 debit cards that dont work
167008,8/5/2015,2015,8,twitter,NS,ret_twit twit_hndl_BankD bosses dont need permission
72169,8/12/2015,2015,8,twitter,NS,BankB twit_hndl_BankB_news- Name multiple locations- visit the us page for a location near you bit. ly/ 1hcwiyd
195068,9/19/2014,2014,9,facebook,NS,the tall ship hms surprise surprise went out sailing for a recent BankC commercial and Name parade of ships in festival of Name. her crew uses the same techniques s...
52046,8/6/2015,2015,8,twitter,NS,twit_hndl Name team is here to help. please dir_msg your name/ zip/ phone and best time to call. no account numbers please. Name_Resp
167637,8/4/2015,2015,8,twitter,NS,ret_twit twit_hndl: Name
22732,8/17/2015,2015,8,twitter,NS,"twit_hndl Name, Name call PHONE to file an Name fraud Name. Name_Resp"
145472,11/3/2014,2014,11,facebook,NS,market Name: INTERNET shares dive as owners set aside ‚ £ 17m to cover flight delay claims after... market Name: INTERNET shares dive as owners set aside ‚ £ 17m to cover flight delay claims after supreme court court ruling BankD asset management- stockport- financial advisers & wealth managers INTERNET
84824,9/27/2014,2014,9,facebook,NS,candice perry perry is a hacker. attention:::: anyone with an Name ad Name their timelime will be blocked. those Name ads Name Name. and Name pretty sure they have something to do with the recent rash of hacking. please please please stop sharing that Name ad. these hackers Name stolen over a thousand dollars from caret_twiter and me. once they take over Name account they go for Name bank account with any card you Name associated with Name coin Name. i recommend liquid BankD debit card Name use Name. okay now to delete some folks. i hate this. Name safe.
82984,8/13/2015,2015,8,twitter,NS,budding entrepreneurs Name:. twit_hndl_BankA sponsors 3rd annual
10561,8/16/2015,2015,8,twitter,NS,twit_hndl BankA _pay is not a verified twitter account Name account. do not respond to it. Name_Resp
170568,8/17/2015,2015,8,twitter,NS,ret_twit twit_hndl: do you know how much trouble you could avoid by just minding your business?
107452,3/28/2015,2015,3,facebook,NS,Name: BankC is spying on Name. Name Name Name senator! Name to fox business for exposing this story... but if this were a republican senator being monitored and other republican senators being threatened fox gnus would be going ballistic... rb INTERNET watch the video Name: BankC is spying on sen.. Name Name on yahoo Name. Name Name senior correspondent Name Name on why BankC is spying on sen.. Name
210381,8/12/2015,2015,8,twitter,CS,BankA people over the phone are not nice people at all. i be wanting to beat they ass through the phone
53713,8/30/2015,2015,8,twitter,NS,BankC bullish on
147845,3/4/2015,2015,3,facebook,NS,money in the bank: traders bet big on BankC money in the bank: traders bet big on BankC INTERNET ift. tt options traders think BankCs Name will continue. but they need to find some savvy ways of getting in on the surgbanke.
71557,8/1/2015,2015,8,twitter,NS,BankB BankB Name. day Name dlvr. it/ bjdtlw$ BankB$ Name$ cote$ Name
112227,12/21/2014,2014,12,facebook,NS,Name Name shared goldman sachs Name Name Name Name photo.
70750,8/1/2015,2015,8,twitter,NS,attention all BankD bank employees... throughout the month of august any weekday appointments are eligible for a... fb. me/ 3svd1of0p
86220,8/2/2015,2015,8,twitter,NS,BankD and Name got traded for the game! northeast you can borrow them for the day but we need them BankB !!???????? INTERNET
4054,8/26/2015,2015,8,twitter,NS,twit_hndl Name the requested info to discuss your concerns and to see how we can help. thank you. Name_Resp
53993,11/30/2014,2014,11,facebook,NS,cookcounty in a complaint with
73786,8/19/2014,2014,8,facebook,S,BankB deposited the same dam check twice.. now i need a wait out here till 9 to get this fixed Name not check frauding anyone
87708,8/31/2015,2015,8,twitter,NS,"BankD sporet_twits news fabio borini Name Name to sunderland: Name transfer Name, reaction and more ow. ly/ 33sc6f"
184018,2/5/2015,2015,2,facebook,NS,so apparently there was just a BankA in duluth that got robbed and theres money flying around outside. payday for Name? haha jk
190034,8/26/2015,2015,8,twitter,NS,Name Name initiated by BankB at neutral.$ 10.50 Name. INTERNET$ glbl
120906,11/10/2014,2014,11,facebook,NS,i know there was a lot of my friends that wanted to donate to the Name and Name family to help with funeral cost for Name Name but couldnt make it out to the car wash that was held this weekend. to those of you that still would like to donate you can take your donations to any BankA bank account is Name Name/ grace Name. thanks
99196,1/1/2015,2015,1,facebook,NS,Name Name Name shared Name Name Name Name Name photo.
90536,12/15/2014,2014,12,facebook,NS,BankC rename it: BankC universal Name bank!
205415,9/19/2014,2014,9,facebook,NS,we had a blast participating in the BankD  Name corporate challenge in Name Name! thanks to all of the Name half runners for getting fit and having fun.
145236,2/12/2015,2015,2,facebook,NS,march 21 going to see my man at the BankA center yassssssss
175138,8/10/2015,2015,8,twitter,NS,ret_twit twit_hndl: Name Name Name hold rating reiterated at BankD & Name..$ 52.00 Name. ift. tt/ 1kduadn$ kors
86081,8/16/2014,2014,8,facebook,NS,Name Name is in full swing and we can Äôt wait to march in celebration of what makes everyone unique. hope to see you there!
159016,10/2/2014,2014,10,facebook,NS,please help us win a grant from BankD bank! go to mission main street grants and vote for joints in Name physical therapy thanks!!
66359,8/14/2015,2015,8,twitter,NS,Name in Name Name california u. s. a(310)< > no need for international calls unless money help is coming: )? INTERNET
157280,8/9/2015,2015,8,twitter,NS,parents-- > Name a great resource for your student: Name magazine
35468,8/13/2015,2015,8,twitter,NS,twit_hndl presale? saw they werent going on sale til tomorrow. figured i was going to BankA anyway and Name see what i could get
208477,8/27/2015,2015,8,twitter,NS,BankA financial advisors is holding a free catered dinner at sgcc on Name. 24 at 6:30pm to discuss planning and retirement! come join!
86218,8/14/2015,2015,8,twitter,NS,BankD and Name were my best friends in advisory and neither of them will be in there now
1014,8/3/2015,2015,8,twitter,NS,". twit_hndl_BankD on Name & t: target price price maintained at Name. 1885, maintains neutral."
120429,8/12/2014,2014,8,facebook,NS,i just got an email informing me that multiple computers have tried to log in to my BankA account.... and that theyll have to suspend my account if i dont attend to it by august 15. hmmm... i dont have a BankA account. at all. no where.
119554,2/19/2015,2015,2,facebook,CS,i hate BankA!!! fuck wit me all the damn time... Name look up her name so i can deposit...
99787,8/30/2015,2015,8,twitter,NS,dtn financial Name: BankB investors to vote on Name roles: some shareholders upset over chairman and chief jobs... INTERNET
88333,8/12/2015,2015,8,twitter,NS,checks unlimited. no dog checks? i guess that my BankA account will have to follow BankB to bradford exchange!??
120179,8/18/2015,2015,8,twitter,NS,i heard if u do crimes on the internet the girls love you so im drawing a gun in ms paint and im gonna rob the BankB web site w it
26418,8/29/2015,2015,8,twitter,NS,twit_hndl Name following up to see if there is anything i can do to help. please dir_msg the requested info if you require assistance. Name_Resp
121505,8/14/2015,2015,8,facebook,S,i made a deposit last friday at an atm in lemon grove california for$ 410 and the atm jammed at$ 390. i got a receipt say$ 200 would be available that day and$ 210 would be available the next day. i got a letter today saying i only deposited$ 20?!?! how is that possible if the machine had already counted$ 390?! i made a claim with Name this morning and she told me the atm was somehow balanced and my claim would be denied an could not get my money. Name going BankB  to that BankA today to talk to a manager an find out everything i can. i have been a member since 1998 and am now considering closing my account and if i dont get my money i will file a small claims lawsuit against BankA. Name Name
64063,2/9/2015,2015,2,facebook,NS,Äúsmall businesses added 7 million jobs to the u. s. economy. Ä- BankD Äôs twit_hndl
136758,11/3/2014,2014,11,facebook,NS,BankD Name$ 92 million by Name in swiss franc Name cases- Name swissinfo. ch Name. 21(Name )-- BankD & Name. agreed to pay 72.2 million euros ($ 92 million)in fines to european union regulators for influencing... INTERNET
148277,8/25/2015,2015,8,twitter,NS,"morning Name: BankB, BankD jump on upgrades; Name Name: Name looks set to make BankB  some of t... INTERNET"
121097,8/22/2015,2015,8,twitter,NS,i liked a twit_hndl video youtu. be/ yv6nehoq1wa? a BankA auctions off house they dont own and know they dont own
158315,11/5/2014,2014,11,facebook,NS,philippine long distance telephone(Name)downgraded by BankD & Name. to underweight. INTERNET$ phi
88880,10/16/2014,2014,10,facebook,NS,christas south Name- BankD mission main street grants vote vote for christas south Name at https:// INTERNET- BankDs$ 3 Name mission main street grants... INTERNET
159565,8/14/2014,2014,8,facebook,NS,pottsville cops think theyre sneaky. an unmarked car sitting sitting in the BankA bank parking lot watching the bar to catch drunk drivers. i see you!!!! cant hide from me...
61843,9/1/2014,2014,9,facebook,NS,2011 BankA trailer.$ 2000. can be seen at 1706 north mesa. carlsbad. 5757067636. has BankB  door ramp
26919,8/6/2015,2015,8,twitter,NS,twit_hndl sorry for the trouble w/ the link. glad you were able to get payment made online. 1/ 2
88296,12/21/2014,2014,12,facebook,NS,checking BankB  stage and caught BankD Name and Name Name checking their phones!
80480,12/12/2014,2014,12,facebook,NS,BankB is by far the worst bank around.
158619,8/14/2015,2015,8,twitter,NS,picked up a case of 12 bottles of Name cabernet today for our event with BankB on tonight.
80414,8/5/2015,2015,8,twitter,NS,"BankB downgrades apple outlook: bank lowers share price target target, changes recommendation to goo. gl/ fb/ xf1q1d"
136994,8/5/2015,2015,8,twitter,NS,"BankD meets market demand, lowers jumbo requirements"
121382,5/12/2015,2015,5,facebook,S,i love the mobile deposit feature on the app. i however find it so frustrating that i can deposit checks written from bankes with no problem. however it always seems the BankB ones will not read correctly and i have to go to a bank defeating the purpose of the mobile upload completely.
152408,12/28/2014,2014,12,facebook,NS,Name Name shared Name Name Name Name Name photo.
153319,1/24/2015,2015,1,facebook,NS,not to mention that BankA needs to change to same system as BankB . you put your card in- it comes right BankB  out and then you put in pin. you can do several transactions without needing your card-you just have to put pin in between each transaction. not all of their atms have this method-but they are slowly changing over.
92228,8/18/2015,2015,8,twitter,NS,BankC: inaction on
183861,10/17/2014,2014,10,facebook,NS,smoke berkeley- BankD mission main street Name vote for Name berkeley at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
129679,8/25/2015,2015,8,twitter,NS,Name Name > bulls bet on BankB: bank stocks rbanke after analyst upgrades. cnbcs Name Name reports... cnb. cx/ 1jwk1mx
97487,10/8/2014,2014,10,facebook,NS,did the BankD cyber attack affect you? good luck finding out- Name critics are faulting BankD for not reaching out more aggressively to bank and credit card customers after a major data breach. INTERNET
128084,8/10/2015,2015,8,twitter,NS,Name kill myself now twit_hndl_BankB thanks for the help!!!
191313,12/14/2014,2014,12,facebook,NS,thank you BankA for the awesome experience of my first year-end celebration with you. looking forward for more years of success to the whole company and my fellow team members!(y )
188764,10/10/2014,2014,10,facebook,NS,sweet thing gourmet- BankD mission main street Name vote for sweet thing gourmet at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
68382,10/26/2014,2014,10,facebook,S,anyone having problems with their BankA debit card????
32000,8/11/2015,2015,8,twitter,NS,"twit_hndl visit BankB-usa. eu. pn/ locator. html for online deposit, overdraft Name review, Name Name, Name Name and fraud protection Name."
12936,8/12/2015,2015,8,twitter,NS,twit_hndl_BankB Name grocery linked insurance to curb unaccounted cash transaction worth cash transaction worth Name 40 Name yearly(india ). INTERNET
112977,9/18/2014,2014,9,facebook,PR,heather Name we are so grateful for the love and support for my sister-in-law noelle Name and trent that we have felt. last night their home went up in flames and they were all able to get out safely except for a dog. it was a pretty scary night. many have asked me what they can do so we set up a donation fund to help. my heart is heavy at their loss but full of gratitude that they are here so we can love on them. go to any BankA and donate to: Name family donation account or under Name Name. thank you for all you love and concern. we love them so much.
23462,8/1/2015,2015,8,twitter,NS,"twit_hndl Name, what happened? anything i can do to help? Name_Resp"
163287,11/26/2014,2014,11,facebook,NS,robinandrichard dugger Name there is a Name type of a dog up in the BankA parking lot. white with light brown spots. we are afraid he is going to get hit. cant get him to come to us. please pass the word.
160150,6/15/2015,2015,6,facebook,NS,proof: INTERNET
4125,8/13/2015,2015,8,twitter,NS,twit_hndl we would love to have you as a customer! please visit INTERNET for more info on our products. Name_Resp
63743,8/8/2015,2015,8,twitter,NS,a strong friendship doesn í t need daily conversation; Ö(w/ buncizzz?? at BankC tower- plaza- plaza bapindo)[ pic ] ó INTERNET
213497,1/22/2015,2015,1,facebook,NS,what makes a good business leader? INTERNET Name makes a good business leader? BankD asset management- stockport- financial advisers & wealth managers
134408,11/1/2014,2014,11,facebook,NS,BankD  Name data breach: how long can banks live in denial over cyber threats? INTERNET
22828,8/17/2015,2015,8,twitter,NS,twit_hndl twit_hndl_BankB heh never thought of it that way but now that you mention...
173963,8/12/2015,2015,8,twitter,NS,"ret_twit twit_hndl: thanks twit_hndl for joining us, twit_hndl_BankA and twit_hndl to announce"
128188,9/28/2014,2014,9,facebook,NS,impact Name- BankD mission main street Name vote for impact battery Name at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
120697,8/17/2015,2015,8,facebook,S,i just used the teller Name machine at the new resort Name Name city branch. Name. idea. ever!!!! love it!
7822,8/17/2015,2015,8,twitter,NS,twit_hndl_BankA Name asking a simple question. i see you are responding to everyone else
154341,8/13/2015,2015,8,twitter,CS,oh how i love freebies!?? thank you BankC!??
42967,8/5/2015,2015,8,twitter,NS,"twit_hndl thank you for getting BankB  to us. if you have any questions or concerns in the future, please let us know. Name_Resp"
80863,9/17/2014,2014,9,facebook,NS,BankB drops after stress-test error halts error Name payout increase BankB corp. BankB Name. fell the most since november 2012 after suspending plans for a dividend increase and$ 4 billion of share repurBankDs because of an error in its stress-test submission to the federal reserve. INTERNET
29373,8/31/2015,2015,8,twitter,NS,"twit_hndl Name time for account opened in the eastern or central time zone is 9pm Name, mountain or pacific time zones is 8pm pst Name. Name_Resp"
186834,10/8/2014,2014,10,facebook,NS,staceyrenee designs Name- BankD mission main street Name vote for Name Name at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
142108,12/20/2014,2014,12,facebook,NS,line of 24 people at BankB i think Name the only one that speaks english.
105802,8/19/2015,2015,8,twitter,NS,fraud was worth Name for BankC; pays Name$ 180 million after gaining$ 3 Name from Name fund Name. INTERNET Ö
10449,8/24/2015,2015,8,twitter,NS,"twit_hndl hey i just checked today on my BankD account i was charged 20 from playstation, can i know why. Name not subscribed to anything"
132503,11/25/2014,2014,11,facebook,PR,japtions company company: BankD  Name reveals data breach affected 76 million households INTERNET
46790,8/6/2015,2015,8,twitter,NS,twit_hndl_BankA
215732,9/26/2014,2014,9,facebook,NS,why BankB Name Name Name is a true story about why i was fired from BankB follow me twit_hndl on Name/ twitter
171142,8/18/2015,2015,8,twitter,NS,"ret_twit twit_hndl: 110 % sure that twit_hndl and i will keep BankD rice in business Ö gimme dat album, already!"
49474,8/9/2015,2015,8,twitter,S,twit_hndl_BankA once again an epic failure of BankA online banking site. it has become a regular frustration. time to switch banks!
4176,8/14/2015,2015,8,twitter,NS,twit_hndl twit_hndl twit_hndl twit_hndl_BankA twit_hndl they admitted turning the fetus around to fake a breech baby to sanction
107130,8/18/2015,2015,8,twitter,NS,fxb. cm/ xyx BankC sells Name fund and private equity business for$ 425 million
141091,11/29/2014,2014,11,facebook,NS,lawsuit accuses BankA of Name Name in chicago area
194213,6/21/2015,2015,6,facebook,NS,the longest day of the year marks the official start of summer. Name outside and make the most of brighter days and warmer weather.
216487,8/17/2015,2015,8,twitter,S,why will it take so long to get a new card from america? twit_hndl_BankA
17080,8/10/2015,2015,8,twitter,NS,twit_hndl_BankD_bank99 twit_hndl so clever
202337,8/19/2015,2015,8,twitter,NS,INTERNET: BankC to return$ 4.5 million more in fee overcharges
174286,8/21/2015,2015,8,twitter,NS,ret_twit twit_hndl: BankC tops list of leaked nyc bank email addresses from adultery site: bizj. us/ 1iweoi twit_hndl INTERNET
14384,8/14/2015,2015,8,twitter,NS,"twit_hndl_BankB_help thanks, but if it happens again Name getting a new bank."
94866,8/14/2015,2015,8,twitter,NS,"creative mornings Name for Name Name(BankB plaza in Name Name, ca w/ twit_hndl)INTERNET"
21748,8/25/2015,2015,8,twitter,NS,twit_hndl Name in the office until 11pm et et tonight to offer assistance. please feel free to send a dir_msg with details. Name_Resp
125360,8/22/2014,2014,8,facebook,NS,Name finna Name the hell out of BankA bank talk to my lawyer monday... Name get the process going.
88413,8/12/2015,2015,8,twitter,NS,Name group plcs neutral rating reiterated at BankD & Name.. Name 200 Name. ift. tt/ 1jbw8vv$ Name
67234,6/25/2015,2015,6,facebook,NS,and youre in the house of BankA or whatever bank owns the property you reside on.
90254,10/21/2014,2014,10,facebook,NS,BankC india i want all the songs approx 8 Name which Name jain stored in her apple Name... please this is my
132696,12/21/2014,2014,12,facebook,NS,Name Name shared Name Name Name Name Name photo.
165254,8/18/2015,2015,8,twitter,NS,ret_twit twit_hndl_BankA: twit_hndl Name review the account activity with a banker. call PHONE or visit a BankA store. Name_Resp
49534,8/6/2015,2015,8,twitter,NS,twit_hndl_BankA pick me pls i want to win
56821,8/18/2015,2015,8,twitter,NS,openfollow singapore bankers rattled by asian moves to BankD hidden wealth- Name dlvr. it/ btksjy
126586,8/22/2015,2015,8,twitter,NS,if you use
90756,8/5/2015,2015,8,twitter,NS,BankC: enriching customers acrobatics live through: Name dlvr. it/ blqlbc
72900,9/16/2014,2014,9,facebook,NS,BankB chicago marathon: Name Name Name Name chicago-history. r. mikatiming. Name
54724,8/11/2015,2015,8,twitter,NS,Name
156237,8/28/2015,2015,8,facebook,NS,options? i guess scrape together enough cash to put a downpaynent on a flat in Name ranch(cindy black black )- or a fixer upper in liftview- and let BankA get their lendin claws into you- the market may go up or down- anyones guess- i still like renting because i cant afford or stomach a 30 year fixed anything.
209416,8/5/2015,2015,8,twitter,NS,BankA is mining
3023,8/4/2015,2015,8,twitter,NS,[ quote ].. traders in london engaged in high risk derivativbankes derivativbankes usbanke depositors í funds at the commercial bank of BankD.!!
63208,9/30/2014,2014,9,facebook,NS,a business owner in Name. a. today would not take any 20s. he said there was a rash of fake 20s and ones. he said BankB was having a bad time. Name merchants are now accepting only bills with the hologram. so try not to take the old 20 s. the banks will try to give them to you in the atms
142280,10/5/2014,2014,10,facebook,NS,litepower- BankD mission main street Name vote for litepower at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
63329,8/10/2015,2015,8,twitter,S,a fool and his money are soon parted appears to be the guiding principle behind BankCs new plan to create a... fb. me/ 3kuv75dxo
219307,11/28/2014,2014,11,facebook,S,you are rebanke going to charge non-account holders$ 7.00 to cash a payroll check dawn from a BankA account.... that insane!!
104910,8/16/2014,2014,8,facebook,S,for any of my friends and family that have BankB. new scam alert.
147518,8/7/2015,2015,8,twitter,NS,mitchells & butlers plc & butlers plc í s Name rating Name at BankC Name.$ Name ift. tt/ 1dyr4sm
219967,4/8/2015,2015,4,facebook,CS,your customer service and social care team are for a lack of a better word- horrendous. my issue is still unresolved and probably worse off then it was before. Name not sure if the incompetence stems from the lack of training or what but one thing i knoBankA or sure is that BankA doesnt care about keeping customers.
57191,8/3/2015,2015,8,twitter,NS,rt BankB takes heat for expanded ceo role: analyst blasts BankBs effort to convince shareho... usat. ly/ 1g1anru
203899,8/27/2015,2015,8,twitter,NS,Name/ the help of twit_hndl_BankA
175237,8/8/2015,2015,8,twitter,NS,ret_twit twit_hndl: need a$ 3 million home loan? j. p. Name just made Name
109300,8/12/2015,2015,8,twitter,NS,goo. gl/ zuyb70 myanmar appoints BankC and stanchart as credit rating advisors advisors ow. ly/ 32yu1g
29890,8/12/2015,2015,8,twitter,NS,"twit_hndl Name, Name. wed be glad to review this w/ you. Name Name your phone"
1399,8/28/2015,2015,8,twitter,NS,. twit_hndl_BankA taps longtime carolinian Name Name to lead carolinas commercial banking via twit_hndl bit. ly/ 1ksanvb
199416,11/6/2014,2014,11,facebook,NS,top 5 need-to-know secrets to get approved for a business loan- charlotte business journal BankAs Name Name offers up five things every business owner needs to know before applying for credit. INTERNET
47077,8/9/2015,2015,8,twitter,CS,twit_hndl_BankA 25 minute wait on a saturday night at 11:45pm. not cool. INTERNET
57818,1/22/2015,2015,1,facebook,NS,throwBankB thursday: Name stock certificate from 1940 represents the official incorporation of Name. p. Name & Name.
125179,8/20/2015,2015,8,twitter,NS,"Name thinking BankD pinch hits, then trade will become official shortly after..."
216723,12/16/2014,2014,12,facebook,NS,will you be at the BankD  Name/ Name Name in january 2015? Name will be there!
1109,8/22/2015,2015,8,twitter,NS,. pimasheriff still searching for person/ people who robbed BankD bank.
16783,8/21/2015,2015,8,twitter,NS,twit_hndl_BankD cant believe merchant is allowed to lie and Name told theres no recourse to get money BankB . help and advice needed. feeling hopeless
189703,11/14/2014,2014,11,facebook,NS,technology & compliance Name Name in social strategy- Name Name & technology BankA says better social aggregation and search technology will help financial firms put their people BankB  into the social realm. INTERNET
125492,8/22/2015,2015,8,twitter,NS,icymi... coventry Name BankD Name Name loan deal?... bit. ly/ 1prgklh
63460,8/13/2015,2015,8,twitter,NS,a huge thanks to BankB for providing Name with a grant for underserved families to see shrek the musical! INTERNET
